Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
1/1/00 0:00,New Williamtown,Latvia,10.688985961440224,403.1189025,0.7175060280487084,13.835236935170093,23.631256224753127,18.492026001060687
1/1/00 20:09,North Rachel,South Africa,13.814430285994883,396.66349928864787,1.205714577973989,40.97408400927044,43.982945512578134,34.24929982477023
1/2/00 16:19,West Williamland,French Guiana,27.32371775936091,451.5531550541853,-0.16078297,42.69793130058377,96.65259963507044,34.12426102508349
1/3/00 12:29,South David,Vietnam,12.309580591035468,422.4049834902143,-0.475931471,5.193341254,47.467938218670255,8.554563363421174
1/4/00 8:38,New Scottburgh,Moldova,13.21088505803461,410.4729985512822,1.1357566280433067,78.69527968277524,61.789671701534864,8.001163673482758
1/5/00 4:48,South Nathan,Saint Helena,6.229326002700251,392.47331719038647,1.1222096515478814,76.36833149286181,48.97388550678613,30.39890794329896
1/6/00 0:58,Port Richardfurt,Tuvalu,21.646738086726472,387.6484371180284,0.058471241,9.650388925838593,11.402284470873091,15.720943642696323
1/6/00 21:08,Adambury,Australia,19.73080011919501,448.1802750047965,0.001415079,93.36075533008153,21.526349705088965,29.99349506057048
1/7/00 17:17,Williamsonberg,Qatar,19.85811441229347,379.61882007364414,0.5848806209007508,6.218846318,30.861948899872115,37.51947246463215
1/8/00 13:27,North Thomas,Chad,14.121562914551053,410.5170723682955,-1.712224247,15.351582928470986,88.42279395,47.92252054153893
1/9/00 9:37,West Jillton,Fiji,6.095003072400665,360.81117844919766,-0.935059452,95.46176935634223,28.932543882937033,20.88834143678071
1/10/00 5:46,Robertville,Guernsey,12.28706409332796,488.3559377027121,0.021368052,11.838236022909554,90.04033901797068,30.43540963729574
1/11/00 1:56,Camposfort,Egypt,22.324532669935788,445.20896015646974,-1.028802304,48.77875857440538,83.40625181,1.833402038880011
1/11/00 22:06,Hughesville,Rwanda,15.788180996646265,373.3412975290676,-2.061535883,13.36168293068376,56.94488536727391,23.386007990776786
1/12/00 18:16,Adammouth,Samoa,17.060977860429766,503.4508725,1.281869804834719,80.91894667671423,24.79688971691132,17.094476927615037
1/13/00 14:25,East Ricardomouth,Mongolia,7.164086322706169,447.62319628782245,-0.084660481,89.80802188936613,96.88787047585592,32.02683683766415
1/14/00 10:35,Port Robertborough,Equatorial Guinea,14.799343929906742,396.9978084368574,-1.086789668,23.28876445516711,37.69558959188566,41.68841461602788
1/15/00 6:45,South Natalieshire,Libyan Arab Jamahiriya,2.2288585549497757,348.1042715672331,-0.030618348,64.63697079124101,21.772003921868322,46.22845710599407
1/16/00 2:54,Zacharyborough,Libyan Arab Jamahiriya,16.901893288020684,359.17175493562024,-0.135039901,15.512609183989568,84.10307772093363,25.939785941291127
1/16/00 23:04,Bakerburgh,Mali,10.874589265810686,415.60863256553813,1.2183139750539658,57.99068057397449,15.764406719831403,10.098796629230183
1/17/00 19:14,Devinchester,Cocos (Keeling) Islands,13.818428480255111,343.25327264121586,0.5417702302824254,14.361387877127996,8.28530788,13.802637166275378
1/18/00 15:24,Thompsonburgh,Bahrain,10.02693179782263,325.31158834806394,0.6559375173958361,49.14687341201124,47.72895684865398,27.800184818718996
1/19/00 11:33,East Darlene,French Southern Territories,21.082149408981838,421.30428947297537,0.23696294379727018,95.56628339351766,87.70152798025715,34.05023601934412
1/20/00 7:43,North Ericchester,Iceland,3.9401209760254634,352.7607490192241,0.7980831533489516,1.9990654017286835,14.404548415200635,8.346310034279474
1/21/00 3:53,West Annaview,Bahrain,12.94274256,350.0662307483054,0.3960083827587374,78.50205435827282,17.556967194231397,11.859019056893516
1/22/00 0:03,Bartonhaven,Tajikistan,17.232979250654946,353.0930713982748,-2.232079073,48.07797656298112,3.925451782765643,40.520303066631065
1/22/00 20:12,Lake David,Norfolk Island,21.221037671036918,352.00886244913835,1.4567393009471905,98.95365146,72.91148088562473,27.88960756
1/23/00 16:22,Angelicaview,Libyan Arab Jamahiriya,19.05912676,411.73312249243463,0.6109107612381881,37.62045970587478,82.60715575334301,30.358930387097878
1/24/00 12:32,Alexischester,Bosnia and Herzegovina,15.556628423300069,397.7143158,-1.535181444,98.78284330984971,85.46321765842228,43.558018124866834
1/25/00 8:41,Williambury,Reunion,8.940554691791938,398.02781011772635,-0.733600499,41.27132980851999,7.689675894028925,43.44641627003914
1/26/00 4:51,Amandaville,Ethiopia,17.12078324092719,458.6236596225761,-0.2691909,56.930685977181625,27.748617012076572,10.272521196582368
1/27/00 1:01,Lake Glennmouth,Spain,11.050275763301215,404.93163059950604,0.7168908436055069,18.452434663082194,48.60922123329192,24.62772954808023
1/27/00 21:11,Wagnerbury,Italy,9.442613181303784,370.561077,-1.251962984,86.96688711,83.43581276996889,8.076130313253065
1/28/00 17:20,Christopherside,Andorra,14.11227787,415.02726301017213,-0.304871988,69.13522187034255,3.851053568743179,31.515948913046586
1/29/00 13:30,Hoffmanborough,Gibraltar,7.894868492712193,447.0534286965758,-0.234510057,49.216568109150124,46.00633434437048,49.95964579058458
1/30/00 9:40,Gordonfort,Monaco,19.797186440797464,481.7500805516654,-0.163166784,76.04414499245524,37.16814795069742,47.553266618261226
1/31/00 5:49,New Bobhaven,Comoros,17.937819276378846,458.0538052429848,-0.024024425,5.962754337472642,43.89037672504001,49.45909689312531
2/1/00 1:59,West Jeffrey,British Indian Ocean Territory (Chagos Archipelago),14.895743126708641,474.31808727651696,0.030541451313553764,46.626748375860096,2.646945401850964,20.24760796654124
2/1/00 22:09,Duncanmouth,Czech Republic,13.526820846194028,446.9604141,0.43735692462146325,42.72973912404518,5.076455995222329,39.37965189246357
2/2/00 18:19,Fieldsside,Iran,20.74140008331123,446.40204577543506,-0.038236117,88.33768572387685,44.07012922149908,45.164901058538284
2/3/00 14:28,Emmafort,Antigua and Barbuda,12.290429559011264,321.1354833563896,-0.445038606,74.77749762924807,58.728598922147135,16.642656912974413
2/4/00 10:38,East Davidshire,Seychelles,11.740209187446926,459.71396661109424,1.1792144981950052,88.06951936,87.41136061172733,19.333780555893476
2/5/00 6:48,Port Austinchester,Slovenia,10.325269443056825,354.5349525451341,0.12392996790994189,31.03894102395417,36.50615310025596,13.34657610946759
2/6/00 2:58,North Bryan,Gabon,7.511291128973832,379.7306481,1.986904928068636,34.075333772491575,82.34076026980155,15.983443120144331
2/6/00 23:07,Stewartbury,India,13.863783558947942,408.12186299512786,-0.078811063,77.49866102409709,31.356005338729553,26.264121393614776
2/7/00 19:17,North Ryan,Chad,9.026524681217706,391.4395820748849,0.135980596,25.378105879498015,17.504465103519372,25.66667354
2/8/00 15:27,West Micheleland,Congo,19.859165209960093,316.2131332933769,0.8367186163118052,90.84696139800593,7.654420065899748,13.056319531788768
2/9/00 11:36,Lisaview,Tunisia,21.112886117354748,499.08728284844136,0.525015923,58.89745575,28.703748259084406,18.70589116677245
2/10/00 7:46,Reynoldsberg,Reunion,9.086153370690852,382.46852005722207,-0.679688056,36.860851006473524,25.256476541464956,26.70750474068484
2/11/00 3:56,Wandamouth,Norfolk Island,17.66110748418823,480.2908824975052,-0.016169817,42.83203539242213,96.21213565041873,29.26844495593765
2/12/00 0:06,Port Leah,Costa Rica,17.747515508184108,381.3836394,1.244657569595779,44.805935481306726,61.917808310882435,16.40162018579021
2/12/00 20:15,Anthonyside,Cuba,12.149004529112723,332.18688635760856,1.4503446236742792,92.71172183417788,3.0263670175254886,12.467612343225987
2/13/00 16:25,North Brian,Grenada,11.52254602744603,462.29215073516474,-0.605965014,44.77483766061917,38.10825001394511,32.26860169231699
2/14/00 12:35,Butlerburgh,Suriname,23.483024094355933,376.2054689798172,1.4454737018424118,7.744925005523939,96.27866374,29.19906915868003
2/15/00 8:44,South Jennifer,Brunei Darussalam,15.721363265770462,487.40213023623244,1.191409147434969,36.90867063833618,99.01939895178748,43.63650174955278
2/16/00 4:54,Cameronview,Bahrain,21.92670329419693,420.2596519483585,-0.166706769,51.99926684363362,43.754378515836954,32.43973278320868
2/17/00 1:04,Garciatown,United States of America,13.504183317778395,354.39046690733073,-0.484336288,10.686071221106918,35.82337264062079,31.527323641426776
2/17/00 21:14,Adrianshire,Israel,13.568854180160086,452.91337321111746,-1.420200566,72.50681614444157,15.723229199554067,17.309514333469412
2/18/00 17:23,New Dianechester,Georgia,6.926304468421701,474.36422399465977,-1.003382415,83.5839146,95.05445324676134,43.96716017030886
2/19/00 13:33,Russellfort,Cape Verde,18.294759615334147,426.76818823233543,-1.109026868,21.849697359797872,6.248380850570023,41.79523525902608
2/20/00 9:43,Johnnyburgh,Ukraine,17.051027649602815,368.5931722214612,0.11429465318870691,93.85050697302681,35.35779704491434,11.014869334273492
2/21/00 5:52,Charlesview,Colombia,3.2824790198866296,330.0707666774042,-0.967104593,42.750191615540636,70.17553366714765,0.18753792965280902
2/22/00 2:02,East Shawnchester,Guyana,16.693212446334798,480.5486475637041,-0.768958454,33.29632725976578,11.665203089109976,12.052430061105829
2/22/00 22:12,Tylertown,Estonia,13.29047989522392,405.1940321,-0.381200272,44.30783468058315,48.99466920827068,33.774435565229325
